日期,類型,分類,金額,帳戶,備註
2023-02-20,支出,餐飲 > 晚餐,327,現金,韓式料理
2023-02-20,支出,購物 > 日用品,293,現金,洗髮精
2023-02-21,支出,餐飲 > 早餐,112,現金,豆漿店
2023-02-21,支出,餐飲 > 午餐,86,信用卡,排骨飯
2023-02-21,支出,餐飲 > 點心,58,信用卡,蛋糕
2023-02-22,支出,餐飲 > 午餐,200,現金,排骨飯
2023-02-22,支出,餐飲 > 晚餐,479,信用卡,熱炒
2023-02-23,支出,餐飲 > 早餐,67,現金,燒餅油條
2023-02-23,支出,餐飲 > 午餐,222,信用卡,義大利麵
2023-02-23,支出,餐飲 > 晚餐,257,現金,披薩
2023-02-23,支出,餐飲 > 點心,144,信用卡,可頌
2023-02-23,支出,交通 > 公車/捷運,65,現金,捷運
2023-02-23,支出,購物 > 日用品,313,現金,衛生紙
2023-02-24,支出,餐飲 > 早餐,97,信用卡,7-11早餐
2023-02-24,支出,餐飲 > 午餐,82,現金,定食
2023-02-24,支出,交通 > 公車/捷運,50,現金,公車
2023-02-24,支出,娛樂 > 電影/影音,300,現金,電影票
2023-02-25,支出,餐飲 > 午餐,100,現金,雞腿飯
2023-02-25,支出,餐飲 > 晚餐,275,信用卡,燒烤
2023-02-25,支出,餐飲 > 飲料,45,現金,可不可
2023-02-26,收入,獎金,30159,銀行帳戶,三節獎金
2023-02-26,支出,餐飲 > 午餐,248,信用卡,義大利麵
2023-02-26,支出,餐飲 > 晚餐,157,信用卡,自己煮
2023-02-26,支出,餐飲 > 飲料,121,現金,美式咖啡
2023-02-27,支出,餐飲 > 早餐,88,現金,麥當勞早餐
2023-02-27,支出,餐飲 > 午餐,128,信用卡,滷肉飯
2023-02-27,支出,餐飲 > 晚餐,90,現金,燒烤
2023-02-27,支出,交通 > 公車/捷運,65,現金,悠遊卡加值
2023-02-28,支出,餐飲 > 早餐,50,現金,吐司
2023-02-28,支出,餐飲 > 午餐,241,信用卡,定食
2023-02-28,支出,餐飲 > 晚餐,127,現金,炒飯
2023-02-28,支出,餐飲 > 點心,79,信用卡,蛋糕
2023-02-28,支出,交通 > 公車/捷運,50,現金,公車
2023-02-28,支出,購物 > 日用品,721,信用卡,牙膏
2023-03-01,支出,餐飲 > 早餐,119,現金,全家早餐
2023-03-01,支出,餐飲 > 午餐,183,現金,滷肉飯
2023-03-01,支出,交通 > 公車/捷運,16,現金,公車
2023-03-02,支出,居住 > 房租/房貸,15731,銀行帳戶,每月房租
2023-03-02,支出,餐飲 > 午餐,151,信用卡,簡餐
2023-03-02,支出,餐飲 > 晚餐,484,現金,涮涮鍋
2023-03-03,支出,餐飲 > 早餐,44,信用卡,麥當勞早餐
2023-03-03,支出,餐飲 > 午餐,187,信用卡,鐵板燒
2023-03-03,支出,餐飲 > 晚餐,288,現金,涮涮鍋
2023-03-03,支出,教育 > 書籍,386,信用卡,小說
2023-03-04,收入,薪資,51889,銀行帳戶,2023年3月薪資
2023-03-04,收入,投資,12895,銀行帳戶,ETF配息
2023-03-04,支出,餐飲 > 早餐,84,現金,吐司
2023-03-04,支出,餐飲 > 午餐,113,信用卡,簡餐
2023-03-04,支出,餐飲 > 點心,146,信用卡,紅豆餅
2023-03-05,支出,餐飲 > 早餐,85,現金,飯糰
2023-03-05,支出,餐飲 > 午餐,174,現金,麵店
2023-03-05,支出,餐飲 > 晚餐,408,現金,炒飯
2023-03-05,支出,交通 > 計程車/Uber,379,現金,Uber叫車
2023-03-06,支出,餐飲 > 午餐,140,現金,麵店
2023-03-06,支出,餐飲 > 晚餐,91,信用卡,自己煮
2023-03-06,支出,餐飲 > 飲料,86,信用卡,拿鐵
2023-03-06,支出,購物 > 日用品,275,信用卡,保鮮膜
2023-03-07,支出,餐飲 > 午餐,239,信用卡,便當
2023-03-07,支出,餐飲 > 晚餐,317,信用卡,涮涮鍋
2023-03-08,支出,餐飲 > 早餐,71,信用卡,豆漿店
2023-03-08,支出,餐飲 > 晚餐,126,現金,夜市小吃
2023-03-08,支出,餐飲 > 飲料,178,現金,迷客夏
2023-03-08,支出,交通 > 公車/捷運,35,現金,悠遊卡加值
2023-03-09,支出,餐飲 > 早餐,86,現金,美而美早餐
2023-03-09,支出,餐飲 > 午餐,174,現金,自助餐
2023-03-09,支出,餐飲 > 晚餐,333,現金,自己煮
2023-03-09,支出,交通 > 公車/捷運,40,現金,悠遊卡儲值
2023-03-10,支出,餐飲 > 早餐,72,信用卡,美而美早餐
2023-03-10,支出,餐飲 > 午餐,183,現金,麵店
2023-03-10,支出,餐飲 > 晚餐,489,現金,自己煮
2023-03-10,支出,餐飲 > 點心,77,現金,麵包
2023-03-10,支出,交通 > 公車/捷運,30,現金,悠遊卡儲值
2023-03-11,支出,餐飲 > 早餐,108,現金,三明治
2023-03-11,支出,餐飲 > 午餐,145,信用卡,自助餐
2023-03-11,支出,餐飲 > 晚餐,382,信用卡,泰式料理
2023-03-12,支出,餐飲 > 早餐,75,信用卡,燒餅油條
2023-03-12,支出,餐飲 > 午餐,197,現金,咖哩飯
2023-03-12,支出,餐飲 > 飲料,169,信用卡,美式咖啡
2023-03-13,支出,餐飲 > 早餐,50,現金,麥當勞早餐
2023-03-13,支出,餐飲 > 晚餐,333,信用卡,炒飯
2023-03-13,支出,交通 > 公車/捷運,16,現金,公車
2023-03-13,支出,購物 > 日用品,220,信用卡,清潔用品
2023-03-14,支出,餐飲 > 午餐,201,現金,義大利麵
2023-03-14,支出,餐飲 > 晚餐,83,現金,水餃
2023-03-14,支出,餐飲 > 飲料,41,信用卡,美式咖啡
2023-03-14,支出,交通 > 公車/捷運,25,現金,悠遊卡加值
2023-03-15,支出,餐飲 > 午餐,146,現金,麵店
2023-03-15,支出,購物 > 日用品,483,現金,清潔用品
2023-03-16,支出,餐飲 > 早餐,110,現金,豆漿店
2023-03-16,支出,餐飲 > 午餐,201,現金,咖哩飯
2023-03-16,支出,餐飲 > 飲料,171,信用卡,清心
2023-03-16,支出,餐飲 > 點心,47,現金,餅乾
2023-03-16,支出,交通 > 公車/捷運,20,現金,公車
2023-03-16,支出,交通 > 加油,1366,現金,台塑加油
2023-03-17,支出,餐飲 > 早餐,52,現金,豆漿店
2023-03-17,支出,餐飲 > 午餐,98,現金,咖哩飯
2023-03-17,支出,餐飲 > 晚餐,424,信用卡,自己煮
2023-03-17,支出,交通 > 公車/捷運,32,現金,公車
2023-03-18,支出,居住 > 水電費,1343,銀行帳戶,台電電費
2023-03-18,支出,居住 > 網路費,999,信用卡,光世代月租費
2023-03-18,支出,餐飲 > 早餐,112,現金,麥當勞早餐
2023-03-18,支出,餐飲 > 午餐,136,現金,便當
2023-03-18,支出,餐飲 > 晚餐,281,信用卡,韓式料理
2023-03-18,支出,餐飲 > 飲料,74,現金,美式咖啡
2023-03-19,支出,餐飲 > 早餐,61,現金,飯糰
2023-03-19,支出,餐飲 > 晚餐,97,信用卡,滷味
2023-03-19,支出,交通 > 計程車/Uber,326,現金,計程車
2023-03-20,支出,餐飲 > 早餐,113,信用卡,美而美早餐
2023-03-20,支出,餐飲 > 午餐,157,現金,雞腿飯
2023-03-20,支出,餐飲 > 晚餐,452,現金,炒飯
2023-03-20,支出,交通 > 停車費,100,現金,醫院停車
2023-03-21,支出,餐飲 > 午餐,189,信用卡,拉麵
2023-03-21,支出,餐飲 > 晚餐,371,現金,涮涮鍋
2023-03-21,支出,交通 > 公車/捷運,16,現金,捷運通勤
2023-03-22,支出,餐飲 > 早餐,86,信用卡,飯糰
2023-03-22,支出,餐飲 > 午餐,152,信用卡,滷肉飯
2023-03-22,支出,餐飲 > 晚餐,328,現金,熱炒
2023-03-22,支出,交通 > 公車/捷運,65,現金,捷運
2023-03-22,支出,購物 > 服飾,2879,信用卡,H&M
2023-03-23,支出,餐飲 > 早餐,44,信用卡,燒餅油條
2023-03-23,支出,餐飲 > 晚餐,97,信用卡,涮涮鍋
2023-03-23,支出,餐飲 > 飲料,107,現金,路易莎咖啡
2023-03-24,支出,餐飲 > 早餐,83,現金,美而美早餐
2023-03-24,支出,餐飲 > 午餐,220,現金,雞腿飯
2023-03-24,支出,餐飲 > 飲料,108,信用卡,珍珠奶茶
2023-03-24,支出,交通 > 公車/捷運,20,現金,捷運通勤
2023-03-24,支出,購物 > 服飾,2679,信用卡,Nike球鞋
2023-03-24,轉出,現金,10000,現金,存款
2023-03-24,轉入,銀行帳戶,10000,銀行帳戶,存款
2023-03-25,支出,餐飲 > 早餐,59,信用卡,蛋餅
2023-03-25,支出,餐飲 > 午餐,243,現金,牛肉麵
2023-03-25,支出,餐飲 > 晚餐,316,信用卡,熱炒
2023-03-25,支出,醫療 > 掛號費,300,現金,耳鼻喉科
2023-03-26,收入,投資,11855,銀行帳戶,定存利息
2023-03-26,支出,餐飲 > 早餐,118,信用卡,7-11早餐
2023-03-26,支出,餐飲 > 午餐,219,信用卡,自助餐
2023-03-26,支出,餐飲 > 晚餐,105,信用卡,披薩
2023-03-26,支出,餐飲 > 飲料,86,信用卡,五十嵐
2023-03-27,支出,餐飲 > 晚餐,465,信用卡,夜市小吃
2023-03-27,支出,交通 > 公車/捷運,40,現金,捷運通勤
2023-03-27,支出,醫療 > 掛號費,300,現金,健康檢查
2023-03-28,支出,餐飲 > 午餐,131,信用卡,鐵板燒
2023-03-28,支出,餐飲 > 晚餐,358,現金,水餃
2023-03-28,支出,交通 > 公車/捷運,25,現金,悠遊卡儲值
2023-03-29,支出,餐飲 > 早餐,87,信用卡,三明治
2023-03-29,支出,餐飲 > 午餐,213,信用卡,牛肉麵
2023-03-29,支出,餐飲 > 晚餐,468,信用卡,鹹酥雞
2023-03-29,支出,餐飲 > 飲料,79,信用卡,果汁
2023-03-29,支出,交通 > 公車/捷運,16,現金,捷運
2023-03-29,支出,娛樂 > 電影/影音,299,現金,YouTube Premium
2023-03-30,支出,餐飲 > 早餐,51,信用卡,7-11早餐
2023-03-30,支出,餐飲 > 午餐,186,信用卡,牛肉麵
2023-03-30,支出,餐飲 > 晚餐,134,現金,日本料理
2023-03-30,支出,交通 > 公車/捷運,50,現金,悠遊卡加值
2023-03-30,支出,交通 > 停車費,120,現金,停車場
2023-03-31,支出,餐飲 > 早餐,103,信用卡,7-11早餐
2023-03-31,支出,餐飲 > 午餐,139,信用卡,定食
2023-03-31,支出,餐飲 > 晚餐,101,現金,鹹酥雞
2023-03-31,支出,餐飲 > 飲料,97,信用卡,珍珠奶茶
2023-03-31,支出,餐飲 > 點心,109,信用卡,可頌
2023-03-31,支出,交通 > 公車/捷運,30,現金,悠遊卡加值
2023-04-01,支出,餐飲 > 午餐,216,現金,便當
2023-04-01,轉出,銀行帳戶,2000,銀行帳戶,提款
2023-04-01,轉入,現金,2000,現金,提款
2023-04-02,支出,餐飲 > 早餐,43,信用卡,燒餅油條
2023-04-02,支出,餐飲 > 午餐,227,信用卡,麵店
2023-04-02,支出,餐飲 > 飲料,74,信用卡,星巴克
2023-04-02,支出,交通 > 停車費,50,現金,路邊停車
2023-04-03,支出,居住 > 房租/房貸,17094,銀行帳戶,每月房租
2023-04-03,支出,餐飲 > 早餐,83,信用卡,豆漿店
2023-04-03,支出,餐飲 > 飲料,117,信用卡,清心
2023-04-03,支出,交通 > 公車/捷運,32,現金,悠遊卡儲值
2023-04-04,支出,餐飲 > 早餐,90,現金,美而美早餐
2023-04-04,支出,餐飲 > 午餐,144,信用卡,麵店
2023-04-04,支出,餐飲 > 晚餐,494,現金,燒烤
2023-04-04,支出,餐飲 > 飲料,58,信用卡,可不可
2023-04-04,支出,醫療 > 保健食品,888,現金,綜合維他命
2023-04-05,支出,居住 > 管理費,2447,銀行帳戶,社區管理費
2023-04-05,支出,餐飲 > 早餐,74,現金,7-11早餐
2023-04-05,支出,餐飲 > 午餐,224,信用卡,雞腿飯
2023-04-05,支出,餐飲 > 晚餐,226,信用卡,鹹酥雞
2023-04-05,支出,餐飲 > 飲料,128,現金,清心
2023-04-05,支出,交通 > 公車/捷運,40,現金,公車
2023-04-05,支出,購物 > 日用品,145,現金,廚房紙巾
2023-04-06,收入,薪資,57149,銀行帳戶,2023年4月薪資
2023-04-06,支出,餐飲 > 早餐,51,信用卡,吐司
2023-04-06,支出,餐飲 > 晚餐,492,信用卡,熱炒
2023-04-07,支出,餐飲 > 早餐,105,信用卡,燒餅油條
2023-04-07,支出,餐飲 > 午餐,122,信用卡,拉麵
2023-04-07,支出,餐飲 > 飲料,167,現金,星巴克
2023-04-07,支出,交通 > 公車/捷運,16,現金,捷運
2023-04-08,支出,餐飲 > 午餐,103,現金,簡餐
2023-04-08,支出,餐飲 > 晚餐,156,信用卡,燒烤
2023-04-08,支出,餐飲 > 飲料,132,信用卡,拿鐵
2023-04-09,支出,餐飲 > 午餐,197,現金,小吃店
2023-04-09,支出,餐飲 > 晚餐,140,信用卡,水餃
2023-04-10,收入,投資,9337,銀行帳戶,股票賣出獲利
2023-04-10,支出,餐飲 > 早餐,39,信用卡,三明治
2023-04-10,支出,餐飲 > 午餐,218,信用卡,便當
2023-04-10,支出,餐飲 > 晚餐,362,信用卡,燒烤
2023-04-10,支出,交通 > 公車/捷運,32,現金,悠遊卡儲值
2023-04-11,支出,餐飲 > 早餐,44,現金,蛋餅
2023-04-11,支出,餐飲 > 午餐,198,現金,牛肉麵
2023-04-11,支出,餐飲 > 晚餐,244,信用卡,水餃
2023-04-11,支出,餐飲 > 飲料,112,信用卡,可不可
2023-04-11,支出,醫療 > 保健食品,532,信用卡,維生素C
2023-04-12,支出,餐飲 > 早餐,100,信用卡,飯糰
2023-04-12,支出,餐飲 > 午餐,85,現金,便當
2023-04-12,支出,餐飲 > 晚餐,284,現金,日本料理
2023-04-12,支出,餐飲 > 飲料,137,現金,路易莎咖啡
2023-04-12,支出,餐飲 > 點心,110,現金,泡芙
2023-04-12,支出,娛樂 > 旅遊,2675,信用卡,景點門票
2023-04-13,支出,餐飲 > 早餐,104,信用卡,全家早餐
2023-04-13,支出,餐飲 > 午餐,114,現金,雞腿飯
2023-04-13,支出,餐飲 > 飲料,137,信用卡,迷客夏
2023-04-13,支出,交通 > 計程車/Uber,160,現金,深夜計程車
2023-04-14,支出,居住 > 水電費,1588,銀行帳戶,自來水費
2023-04-14,支出,餐飲 > 早餐,53,信用卡,吐司
2023-04-14,支出,餐飲 > 午餐,139,現金,滷肉飯
2023-04-14,支出,交通 > 公車/捷運,32,現金,悠遊卡加值
2023-04-14,支出,購物 > 服飾,1527,信用卡,H&M
2023-04-15,支出,餐飲 > 早餐,76,信用卡,吐司
2023-04-15,支出,餐飲 > 午餐,212,現金,小吃店
2023-04-15,支出,餐飲 > 晚餐,433,信用卡,火鍋
2023-04-15,支出,教育 > 線上課程,2820,信用卡,Hahow課程
2023-04-16,收入,稿費,6070,銀行帳戶,文章稿費
2023-04-16,支出,餐飲 > 午餐,164,信用卡,雞腿飯
2023-04-16,支出,餐飲 > 晚餐,473,信用卡,鹹酥雞
2023-04-16,支出,餐飲 > 點心,46,現金,紅豆餅
2023-04-17,支出,餐飲 > 早餐,70,信用卡,7-11早餐
2023-04-17,支出,餐飲 > 午餐,210,現金,自助餐
2023-04-17,支出,餐飲 > 飲料,113,信用卡,手搖飲
2023-04-18,支出,餐飲 > 午餐,217,信用卡,自助餐
2023-04-18,支出,餐飲 > 晚餐,464,信用卡,涮涮鍋
2023-04-18,支出,交通 > 公車/捷運,16,現金,悠遊卡加值
2023-04-19,支出,餐飲 > 早餐,53,現金,豆漿店
2023-04-19,支出,餐飲 > 午餐,240,信用卡,牛肉麵
2023-04-19,支出,餐飲 > 晚餐,229,信用卡,滷味
2023-04-19,支出,交通 > 公車/捷運,30,現金,捷運
2023-04-19,支出,購物 > 日用品,309,信用卡,清潔用品
2023-04-20,支出,居住 > 網路費,499,信用卡,中華電信網路費
2023-04-20,支出,餐飲 > 早餐,52,信用卡,蛋餅
2023-04-20,支出,餐飲 > 午餐,207,現金,定食
2023-04-20,支出,餐飲 > 晚餐,378,信用卡,自己煮
2023-04-21,支出,餐飲 > 早餐,106,現金,7-11早餐
2023-04-21,支出,餐飲 > 午餐,102,信用卡,義大利麵
2023-04-21,支出,餐飲 > 晚餐,441,信用卡,炒飯
2023-04-21,支出,餐飲 > 飲料,93,現金,路易莎咖啡
2023-04-21,支出,交通 > 公車/捷運,35,現金,悠遊卡儲值
2023-04-22,支出,餐飲 > 早餐,84,現金,蛋餅
2023-04-22,支出,餐飲 > 晚餐,486,信用卡,涮涮鍋
2023-04-22,支出,購物 > 日用品,786,信用卡,保鮮膜
2023-04-22,支出,娛樂 > 電影/影音,350,信用卡,Netflix月費
2023-04-23,支出,餐飲 > 早餐,118,現金,蛋餅
2023-04-23,支出,餐飲 > 午餐,236,現金,拉麵
2023-04-23,支出,餐飲 > 晚餐,81,信用卡,火鍋
2023-04-23,支出,購物 > 日用品,654,信用卡,廚房紙巾
2023-04-24,支出,餐飲 > 早餐,71,現金,麥當勞早餐
2023-04-24,支出,餐飲 > 午餐,156,信用卡,雞腿飯
2023-04-24,支出,餐飲 > 晚餐,437,現金,披薩
2023-04-24,支出,交通 > 公車/捷運,48,現金,捷運
2023-04-25,支出,餐飲 > 午餐,153,現金,小吃店
2023-04-25,支出,餐飲 > 晚餐,94,現金,滷味
2023-04-26,支出,餐飲 > 午餐,128,信用卡,拉麵
2023-04-26,支出,餐飲 > 晚餐,143,信用卡,滷味
2023-04-26,支出,交通 > 公車/捷運,35,現金,捷運
2023-04-27,支出,餐飲 > 早餐,51,現金,麥當勞早餐
2023-04-27,支出,餐飲 > 午餐,230,現金,自助餐
2023-04-27,支出,餐飲 > 飲料,147,信用卡,可不可
2023-04-27,支出,交通 > 公車/捷運,35,現金,悠遊卡加值
2023-04-28,支出,餐飲 > 早餐,116,信用卡,豆漿店
2023-04-28,支出,餐飲 > 午餐,110,信用卡,滷肉飯
2023-04-28,支出,餐飲 > 晚餐,164,現金,韓式料理
2023-04-28,支出,交通 > 公車/捷運,40,現金,公車
2023-04-28,支出,娛樂 > 電影/影音,299,信用卡,電影票
2023-04-29,支出,餐飲 > 早餐,105,信用卡,麥當勞早餐
2023-04-29,支出,餐飲 > 午餐,112,信用卡,小吃店
2023-04-29,支出,餐飲 > 晚餐,379,信用卡,披薩
2023-04-30,支出,餐飲 > 早餐,91,信用卡,豆漿店
2023-04-30,支出,餐飲 > 午餐,156,現金,便當
2023-04-30,支出,餐飲 > 晚餐,485,信用卡,火鍋
2023-05-01,支出,餐飲 > 晚餐,429,信用卡,夜市小吃
2023-05-01,支出,餐飲 > 飲料,71,現金,可不可
2023-05-01,支出,交通 > 公車/捷運,16,現金,公車
2023-05-01,支出,購物 > 日用品,738,信用卡,清潔用品
2023-05-02,支出,居住 > 房租/房貸,15286,銀行帳戶,每月房租
2023-05-02,支出,餐飲 > 早餐,83,現金,三明治
2023-05-02,支出,餐飲 > 午餐,154,現金,麵店
2023-05-02,支出,餐飲 > 晚餐,138,信用卡,披薩
2023-05-02,支出,交通 > 公車/捷運,65,現金,公車
2023-05-02,支出,購物 > 日用品,580,現金,垃圾袋
2023-05-03,支出,餐飲 > 早餐,71,現金,蛋餅
2023-05-03,支出,餐飲 > 午餐,191,信用卡,自助餐
2023-05-03,支出,餐飲 > 晚餐,106,信用卡,夜市小吃
2023-05-03,支出,餐飲 > 飲料,60,信用卡,珍珠奶茶
2023-05-03,支出,餐飲 > 點心,56,現金,泡芙
2023-05-03,支出,交通 > 公車/捷運,20,現金,公車
2023-05-03,支出,教育 > 線上課程,506,信用卡,Udemy課程
2023-05-04,支出,餐飲 > 午餐,220,現金,義大利麵
2023-05-04,支出,餐飲 > 晚餐,103,信用卡,炒飯
2023-05-04,支出,交通 > 公車/捷運,48,現金,悠遊卡儲值
2023-05-05,收入,薪資,55967,銀行帳戶,2023年5月薪資
2023-05-05,支出,餐飲 > 早餐,109,現金,麥當勞早餐
2023-05-05,支出,餐飲 > 晚餐,270,信用卡,日本料理
2023-05-05,支出,交通 > 公車/捷運,16,現金,捷運通勤
2023-05-05,支出,購物 > 日用品,653,信用卡,廚房紙巾
2023-05-05,支出,購物 > 3C產品,4725,信用卡,充電線
2023-05-06,支出,餐飲 > 午餐,165,現金,雞腿飯
2023-05-06,支出,餐飲 > 晚餐,150,現金,泰式料理
2023-05-06,支出,餐飲 > 點心,130,現金,麵包
2023-05-07,支出,餐飲 > 早餐,110,現金,7-11早餐
2023-05-07,支出,餐飲 > 午餐,182,信用卡,小吃店
2023-05-07,支出,餐飲 > 晚餐,458,現金,日本料理
2023-05-07,支出,餐飲 > 飲料,69,信用卡,手搖飲
2023-05-07,支出,餐飲 > 點心,70,現金,車輪餅
2023-05-08,支出,餐飲 > 早餐,47,現金,全家早餐
2023-05-08,支出,餐飲 > 午餐,133,信用卡,義大利麵
2023-05-08,支出,餐飲 > 晚餐,194,現金,韓式料理
2023-05-08,支出,餐飲 > 飲料,79,信用卡,路易莎咖啡
2023-05-09,支出,餐飲 > 早餐,87,信用卡,三明治
2023-05-09,支出,餐飲 > 午餐,157,現金,義大利麵
2023-05-09,支出,餐飲 > 晚餐,475,信用卡,水餃
2023-05-09,支出,交通 > 公車/捷運,65,現金,悠遊卡加值
2023-05-09,支出,娛樂 > 遊戲,905,信用卡,Steam遊戲
2023-05-10,收入,稿費,8655,銀行帳戶,專欄稿費
2023-05-10,支出,餐飲 > 晚餐,464,信用卡,炒飯
2023-05-11,支出,餐飲 > 早餐,95,現金,三明治
2023-05-11,支出,餐飲 > 午餐,103,信用卡,排骨飯
2023-05-11,支出,餐飲 > 晚餐,276,信用卡,自己煮
2023-05-11,支出,交通 > 公車/捷運,48,現金,捷運
2023-05-12,支出,餐飲 > 早餐,88,信用卡,豆漿店
2023-05-12,支出,餐飲 > 午餐,201,信用卡,小吃店
2023-05-12,支出,餐飲 > 晚餐,377,信用卡,日本料理
2023-05-12,支出,餐飲 > 飲料,148,信用卡,美式咖啡
2023-05-12,支出,交通 > 公車/捷運,30,現金,公車
2023-05-13,支出,餐飲 > 早餐,116,信用卡,麥當勞早餐
2023-05-13,支出,餐飲 > 午餐,131,信用卡,簡餐
2023-05-13,支出,餐飲 > 飲料,61,信用卡,果汁
2023-05-13,支出,餐飲 > 點心,112,信用卡,鬆餅
2023-05-13,支出,購物 > 日用品,791,現金,洗髮精
2023-05-14,支出,餐飲 > 早餐,119,信用卡,飯糰
2023-05-14,支出,餐飲 > 午餐,208,信用卡,小吃店
2023-05-14,支出,餐飲 > 晚餐,93,信用卡,燒烤
2023-05-14,支出,餐飲 > 飲料,172,現金,綠茶
2023-05-15,支出,餐飲 > 早餐,119,現金,飯糰
2023-05-15,支出,餐飲 > 午餐,137,現金,自助餐
2023-05-15,支出,餐飲 > 晚餐,480,現金,披薩
2023-05-15,支出,餐飲 > 點心,32,信用卡,甜甜圈
2023-05-15,支出,交通 > 公車/捷運,40,現金,悠遊卡儲值
2023-05-15,支出,交通 > 高鐵/火車,150,現金,火車票
2023-05-16,支出,居住 > 水電費,2076,銀行帳戶,水電瓦斯費
2023-05-16,支出,餐飲 > 早餐,96,現金,吐司
2023-05-16,支出,餐飲 > 晚餐,220,現金,熱炒
2023-05-16,支出,餐飲 > 飲料,66,信用卡,美式咖啡
2023-05-16,支出,交通 > 公車/捷運,32,現金,捷運
